customer_id,purchase_date,amount,age,income,signup_date,churn,purchase_id
CUST0006,2021-04-13,46.62,38,110825,2021-01-12,0,PUR00058
CUST0006,2023-04-22,345.24,38,110825,2021-01-12,0,PUR00059
CUST0007,2022-06-15,300.95,56,21062,2021-01-13,0,PUR00060
CUST0007,2021-07-17,296.06,56,21062,2021-01-13,0,PUR00061
CUST0007,2021-05-20,339.38,56,21062,2021-01-13,0,PUR00062
CUST0007,2021-03-28,318.38,56,21062,2021-01-13,0,PUR00063
CUST0008,2020-04-18,489.47,36,70448,2018-01-24,0,PUR00064
CUST0008,2021-11-23,366.8,36,70448,2018-01-24,0,PUR00065
CUST0008,2023-10-06,290.08,36,70448,2018-01-24,0,PUR00066
CUST0009,2021-03-20,121.54,40,115462,2020-09-18,1,PUR00067
CUST0009,2021-03-06,212.83,40,115462,2020-09-18,1,PUR00068
CUST0009,2021-05-12,95.51,40,115462,2020-09-18,1,PUR00069
CUST0009,2020-09-23,91.08,40,115462,2020-09-18,1,PUR00070
CUST0009,2021-05-23,403.5,40,115462,2020-09-18,1,PUR00071
CUST0010,2021-10-06,352.27,28,26229,2021-09-18,1,PUR00072
CUST0010,2021-10-14,388.54,28,26229,2021-09-18,1,PUR00073
CUST0010,2021-09-26,268.81,28,26229,2021-09-18,1,PUR00074
CUST0011,2020-11-10,130.69,28,76793,2019-05-29,0,PUR00075
CUST0011,2020-03-31,495.01,28,76793,2019-05-29,0,PUR00076
CUST0011,2023-08-20,155.85,28,76793,2019-05-29,0,PUR00077
CUST0011,2022-04-14,319.98,28,76793,2019-05-29,0,PUR00078
CUST0011,2022-01-20,304.37,28,76793,2019-05-29,0,PUR00079
CUST0011,2022-08-31,344.67,28,76793,2019-05-29,0,PUR00080
CUST0012,2021-06-04,245.74,41,67915,2020-11-01,0,PUR00081
CUST0013,2018-09-29,149.22,53,24632,2018-01-20,0,PUR00082
CUST0013,2023-03-06,318.07,53,24632,2018-01-20,0,PUR00083
CUST0013,2021-04-12,295.41,53,24632,2018-01-20,0,PUR00084
CUST0013,2018-10-18,325.79,53,24632,2018-01-20,0,PUR00085
CUST0013,2019-04-09,422.66,53,24632,2018-01-20,0,PUR00086
CUST0013,2018-01-24,218.97,53,24632,2018-01-20,0,PUR00087
CUST0013,2021-05-11,418.13,53,24632,2018-01-20,0,PUR00088
CUST0013,2021-09-01,180.6,53,24632,2018-01-20,0,PUR00089
CUST0013,2018-02-14,446.24,53,24632,2018-01-20,0,PUR00090
CUST0013,2020-08-14,368.93,53,24632,2018-01-20,0,PUR00091
CUST0013,2021-05-10,306.0,53,24632,2018-01-20,0,PUR00092
CUST0013,2019-12-27,71.02,53,24632,2018-01-20,0,PUR00093
CUST0013,2021-04-13,371.78,53,24632,2018-01-20,0,PUR00094
CUST0013,2019-09-27,434.79,53,24632,2018-01-20,0,PUR00095
CUST0013,2022-11-30,268.98,53,24632,2018-01-20,0,PUR00096
CUST0013,2020-06-29,324.62,53,24632,2018-01-20,0,PUR00097
CUST0013,2020-12-31,472.15,53,24632,2018-01-20,0,PUR00098
CUST0014,2023-05-14,156.99,57,23596,2020-03-21,0,PUR00099
CUST0014,2021-03-08,454.12,57,23596,2020-03-21,0,PUR00100
CUST0014,2023-08-30,29.47,57,23596,2020-03-21,0,PUR00101
CUST0014,2023-12-13,348.12,57,23596,2020-03-21,0,PUR00102
CUST0014,2022-09-22,424.98,57,23596,2020-03-21,0,PUR00103
CUST0014,2021-08-29,131.49,57,23596,2020-03-21,0,PUR00104
CUST0014,2023-03-05,81.31,57,23596,2020-03-21,0,PUR00105
CUST0014,2020-05-09,225.8,57,23596,2020-03-21,0,PUR00106
CUST0014,2020-04-27,135.25,57,23596,2020-03-21,0,PUR00107
CUST0014,2021-11-02,25.64,57,23596,2020-03-21,0,PUR00108
CUST0014,2020-03-28,478.53,57,23596,2020-03-21,0,PUR00109
CUST0014,2023-01-28,227.71,57,23596,2020-03-21,0,PUR00110
CUST0014,2022-01-23,50.91,57,23596,2020-03-21,0,PUR00111
CUST0014,2023-05-26,240.3,57,23596,2020-03-21,0,PUR00112
CUST0014,2023-01-24,197.7,57,23596,2020-03-21,0,PUR00113
CUST0015,2022-01-14,448.54,41,26168,2018-11-19,0,PUR00114
CUST0015,2023-11-01,347.01,41,26168,2018-11-19,0,PUR00115
CUST0015,2022-06-04,250.87,41,26168,2018-11-19,0,PUR00116
CUST0015,2022-12-22,226.24,41,26168,2018-11-19,0,PUR00117
CUST0015,2021-11-20,80.07,41,26168,2018-11-19,0,PUR00118
CUST0016,2022-04-09,325.76,20,27561,2020-05-14,0,PUR00119
CUST0016,2021-09-09,481.94,20,27561,2020-05-14,0,PUR00120
CUST0016,2020-12-01,312.86,20,27561,2020-05-14,0,PUR00121
CUST0016,2022-06-29,307.07,20,27561,2020-05-14,0,PUR00122
CUST0016,2023-11-10,66.15,20,27561,2020-05-14,0,PUR00123
CUST0016,2023-03-03,495.19,20,27561,2020-05-14,0,PUR00124
CUST0016,2020-09-24,51.38,20,27561,2020-05-14,0,PUR00125
CUST0016,2023-09-18,172.02,20,27561,2020-05-14,0,PUR00126
CUST0016,2022-05-08,254.47,20,27561,2020-05-14,0,PUR00127
CUST0016,2021-10-25,265.09,20,27561,2020-05-14,0,PUR00128
CUST0017,2021-04-16,45.37,39,93794,2018-08-10,0,PUR00129
CUST0017,2019-11-18,307.57,39,93794,2018-08-10,0,PUR00130
CUST0017,2020-09-13,487.2,39,93794,2018-08-10,0,PUR00131
CUST0017,2018-10-31,471.74,39,93794,2018-08-10,0,PUR00132
CUST0017,2023-09-12,386.0,39,93794,2018-08-10,0,PUR00133
CUST0017,2019-05-10,193.27,39,93794,2018-08-10,0,PUR00134
CUST0017,2023-03-24,245.33,39,93794,2018-08-10,0,PUR00135
CUST0017,2022-02-02,187.21,39,93794,2018-08-10,0,PUR00136
CUST0017,2021-01-14,353.03,39,93794,2018-08-10,0,PUR00137
CUST0017,2021-11-23,100.81,39,93794,2018-08-10,0,PUR00138
CUST0017,2019-03-10,262.06,39,93794,2018-08-10,0,PUR00139
CUST0017,2020-01-17,223.84,39,93794,2018-08-10,0,PUR00140
CUST0017,2023-08-21,277.29,39,93794,2018-08-10,0,PUR00141
CUST0017,2020-12-12,50.96,39,93794,2018-08-10,0,PUR00142
CUST0017,2021-03-09,490.84,39,93794,2018-08-10,0,PUR00143
CUST0017,2021-06-04,193.88,39,93794,2018-08-10,0,PUR00144
CUST0017,2021-08-29,473.9,39,93794,2018-08-10,0,PUR00145
CUST0017,2021-12-19,293.74,39,93794,2018-08-10,0,PUR00146
CUST0017,2021-03-15,492.64,39,93794,2018-08-10,0,PUR00147
CUST0017,2019-09-06,145.34,39,93794,2018-08-10,0,PUR00148
CUST0018,2018-12-23,462.56,19,102152,2018-05-06,0,PUR00149
CUST0018,2019-05-12,24.77,19,102152,2018-05-06,0,PUR00150
CUST0018,2019-10-04,229.71,19,102152,2018-05-06,0,PUR00151
CUST0018,2020-05-18,289.73,19,102152,2018-05-06,0,PUR00152
CUST0018,2020-02-18,36.19,19,102152,2018-05-06,0,PUR00153
CUST0018,2021-12-21,375.94,19,102152,2018-05-06,0,PUR00154
CUST0018,2018-10-29,260.16,19,102152,2018-05-06,0,PUR00155
CUST0018,2018-07-20,374.25,19,102152,2018-05-06,0,PUR00156
CUST0018,2023-05-13,419.52,19,102152,2018-05-06,0,PUR00157
CUST0018,2022-02-03,363.6,19,102152,2018-05-06,0,PUR00158
CUST0019,2021-11-06,298.92,41,46734,2021-01-29,0,PUR00159
CUST0019,2022-07-13,75.3,41,46734,2021-01-29,0,PUR00160
CUST0019,2023-09-17,151.85,41,46734,2021-01-29,0,PUR00161
CUST0019,2022-08-22,217.62,41,46734,2021-01-29,0,PUR00162
CUST0019,2021-03-22,24.83,41,46734,2021-01-29,0,PUR00163
CUST0019,2023-12-16,368.04,41,46734,2021-01-29,0,PUR00164
CUST0019,2023-02-28,312.62,41,46734,2021-01-29,0,PUR00165
CUST0019,2022-09-19,497.37,41,46734,2021-01-29,0,PUR00166
CUST0020,2021-08-13,381.46,61,26371,2019-06-09,0,PUR00167
CUST0020,2022-03-20,67.9,61,26371,2019-06-09,0,PUR00168
CUST0020,2021-09-07,193.06,61,26371,2019-06-09,0,PUR00169
CUST0020,2020-10-02,268.71,61,26371,2019-06-09,0,PUR00170
CUST0020,2020-02-17,350.09,61,26371,2019-06-09,0,PUR00171
CUST0020,2020-08-04,53.28,61,26371,2019-06-09,0,PUR00172
CUST0020,2022-01-26,290.74,61,26371,2019-06-09,0,PUR00173
CUST0020,2022-09-26,123.5,61,26371,2019-06-09,0,PUR00174
CUST0020,2020-06-05,482.01,61,26371,2019-06-09,0,PUR00175
CUST0020,2021-01-01,245.21,61,26371,2019-06-09,0,PUR00176
CUST0020,2021-08-03,79.15,61,26371,2019-06-09,0,PUR00177
CUST0020,2020-05-26,363.35,61,26371,2019-06-09,0,PUR00178
CUST0020,2023-02-10,292.17,61,26371,2019-06-09,0,PUR00179
CUST0020,2020-11-08,250.5,61,26371,2019-06-09,0,PUR00180
CUST0020,2021-01-10,96.93,61,26371,2019-06-09,0,PUR00181
CUST0020,2022-11-08,392.98,61,26371,2019-06-09,0,PUR00182
CUST0021,2019-04-09,50.73,47,46069,2018-08-22,0,PUR00183
CUST0021,2022-03-23,495.07,47,46069,2018-08-22,0,PUR00184
CUST0021,2021-09-18,332.58,47,46069,2018-08-22,0,PUR00185
CUST0021,2019-12-16,232.81,47,46069,2018-08-22,0,PUR00186
CUST0021,2019-08-16,321.23,47,46069,2018-08-22,0,PUR00187
CUST0021,2022-12-03,329.59,47,46069,2018-08-22,0,PUR00188
CUST0021,2020-12-31,483.32,47,46069,2018-08-22,0,PUR00189
CUST0021,2020-09-04,396.78,47,46069,2018-08-22,0,PUR00190
CUST0021,2020-08-12,146.81,47,46069,2018-08-22,0,PUR00191
CUST0021,2021-08-02,294.47,47,46069,2018-08-22,0,PUR00192
CUST0021,2019-09-22,32.81,47,46069,2018-08-22,0,PUR00193
CUST0021,2023-10-09,305.33,47,46069,2018-08-22,0,PUR00194
CUST0022,2022-03-19,432.21,55,99905,2018-11-13,0,PUR00195
CUST0022,2023-04-04,52.38,55,99905,2018-11-13,0,PUR00196
CUST0022,2023-10-07,110.63,55,99905,2018-11-13,0,PUR00197
CUST0022,2019-11-01,481.25,55,99905,2018-11-13,0,PUR00198
CUST0022,2023-06-28,203.2,55,99905,2018-11-13,0,PUR00199
CUST0022,2022-10-26,454.38,55,99905,2018-11-13,0,PUR00200
CUST0022,2021-01-29,488.03,55,99905,2018-11-13,0,PUR00201
CUST0023,2019-06-03,74.38,19,32910,2018-02-07,0,PUR00202
CUST0024,2022-07-05,78.14,38,93479,2021-12-13,0,PUR00203
CUST0024,2022-08-03,408.95,38,93479,2021-12-13,0,PUR00204
CUST0024,2023-06-09,311.26,38,93479,2021-12-13,0,PUR00205
CUST0024,2022-04-26,195.23,38,93479,2021-12-13,0,PUR00206
CUST0024,2023-01-03,432.98,38,93479,2021-12-13,0,PUR00207
CUST0024,2023-09-19,151.78,38,93479,2021-12-13,0,PUR00208
CUST0024,2022-12-29,305.93,38,93479,2021-12-13,0,PUR00209
CUST0024,2022-10-26,123.26,38,93479,2021-12-13,0,PUR00210
CUST0024,2021-12-22,334.43,38,93479,2021-12-13,0,PUR00211
CUST0024,2023-09-08,45.43,38,93479,2021-12-13,0,PUR00212
CUST0024,2023-02-22,275.77,38,93479,2021-12-13,0,PUR00213
CUST0024,2023-12-20,203.34,38,93479,2021-12-13,0,PUR00214
CUST0024,2022-03-27,385.03,38,93479,2021-12-13,0,PUR00215
CUST0024,2022-12-14,391.97,38,93479,2021-12-13,0,PUR00216
CUST0024,2022-08-07,428.19,38,93479,2021-12-13,0,PUR00217
CUST0024,2023-10-12,279.23,38,93479,2021-12-13,0,PUR00218
CUST0024,2022-08-16,484.37,38,93479,2021-12-13,0,PUR00219
CUST0025,2022-05-26,231.42,50,97735,2020-10-10,0,PUR00220
CUST0025,2022-10-06,423.9,50,97735,2020-10-10,0,PUR00221
CUST0025,2022-09-29,406.93,50,97735,2020-10-10,0,PUR00222
CUST0025,2021-06-23,395.4,50,97735,2020-10-10,0,PUR00223
CUST0025,2022-02-05,66.19,50,97735,2020-10-10,0,PUR00224
CUST0025,2021-08-29,46.99,50,97735,2020-10-10,0,PUR00225
CUST0025,2021-02-23,178.91,50,97735,2020-10-10,0,PUR00226
CUST0025,2023-05-04,150.19,50,97735,2020-10-10,0,PUR00227
CUST0025,2022-08-06,364.38,50,97735,2020-10-10,0,PUR00228
CUST0025,2023-05-16,493.06,50,97735,2020-10-10,0,PUR00229
CUST0026,2022-07-30,123.13,29,101264,2020-07-19,0,PUR00230
CUST0026,2023-03-19,305.98,29,101264,2020-07-19,0,PUR00231
CUST0026,2020-08-24,348.74,29,101264,2020-07-19,0,PUR00232
CUST0026,2022-10-21,55.48,29,101264,2020-07-19,0,PUR00233
CUST0027,2021-01-23,67.85,39,43275,2018-12-21,0,PUR00234
CUST0027,2020-03-28,446.33,39,43275,2018-12-21,0,PUR00235
CUST0027,2022-11-23,430.53,39,43275,2018-12-21,0,PUR00236
CUST0027,2023-08-21,334.24,39,43275,2018-12-21,0,PUR00237
CUST0027,2019-02-02,221.34,39,43275,2018-12-21,0,PUR00238
CUST0027,2019-02-27,229.03,39,43275,2018-12-21,0,PUR00239
CUST0027,2021-05-10,432.87,39,43275,2018-12-21,0,PUR00240
CUST0027,2022-07-22,322.17,39,43275,2018-12-21,0,PUR00241
CUST0027,2023-03-23,423.59,39,43275,2018-12-21,0,PUR00242
CUST0027,2020-06-03,98.22,39,43275,2018-12-21,0,PUR00243
CUST0027,2021-07-30,257.91,39,43275,2018-12-21,0,PUR00244
CUST0027,2021-01-19,352.13,39,43275,2018-12-21,0,PUR00245
CUST0027,2023-01-03,332.28,39,43275,2018-12-21,0,PUR00246
CUST0027,2019-09-18,371.51,39,43275,2018-12-21,0,PUR00247
CUST0028,2021-12-15,107.81,61,92274,2018-12-13,0,PUR00248
CUST0028,2021-11-27,358.24,61,92274,2018-12-13,0,PUR00249
CUST0028,2020-06-16,216.46,61,92274,2018-12-13,0,PUR00250
CUST0029,2023-05-28,194.59,42,101449,2021-12-29,0,PUR00251
CUST0029,2022-08-16,299.65,42,101449,2021-12-29,0,PUR00252
CUST0029,2022-11-12,327.46,42,101449,2021-12-29,0,PUR00253
CUST0029,2022-04-21,497.01,42,101449,2021-12-29,0,PUR00254
CUST0029,2022-11-26,241.3,42,101449,2021-12-29,0,PUR00255
CUST0029,2023-09-17,450.0,42,101449,2021-12-29,0,PUR00256
CUST0029,2023-10-06,385.14,42,101449,2021-12-29,0,PUR00257
CUST0029,2022-05-17,442.9,42,101449,2021-12-29,0,PUR00258
CUST0029,2022-01-23,390.32,42,101449,2021-12-29,0,PUR00259
CUST0029,2023-07-17,453.7,42,101449,2021-12-29,0,PUR00260
CUST0029,2022-09-01,219.36,42,101449,2021-12-29,0,PUR00261
CUST0029,2023-05-07,113.65,42,101449,2021-12-29,0,PUR00262
CUST0029,2022-08-07,317.05,42,101449,2021-12-29,0,PUR00263
CUST0029,2022-07-18,255.44,42,101449,2021-12-29,0,PUR00264
CUST0029,2023-05-04,382.52,42,101449,2021-12-29,0,PUR00265
CUST0030,2023-11-12,69.54,66,80004,2021-05-08,0,PUR00266
CUST0030,2022-07-21,142.03,66,80004,2021-05-08,0,PUR00267
CUST0030,2022-11-16,72.85,66,80004,2021-05-08,0,PUR00268
CUST0030,2021-07-25,157.83,66,80004,2021-05-08,0,PUR00269
CUST0030,2023-05-30,275.29,66,80004,2021-05-08,0,PUR00270
CUST0030,2023-03-29,213.28,66,80004,2021-05-08,0,PUR00271
CUST0030,2023-07-03,36.21,66,80004,2021-05-08,0,PUR00272
CUST0030,2021-12-06,412.43,66,80004,2021-05-08,0,PUR00273
CUST0030,2021-08-30,41.26,66,80004,2021-05-08,0,PUR00274
CUST0030,2022-11-12,438.66,66,80004,2021-05-08,0,PUR00275
CUST0030,2021-05-08,29.42,66,80004,2021-05-08,0,PUR00276
CUST0030,2022-09-20,314.01,66,80004,2021-05-08,0,PUR00277
CUST0030,2022-01-21,292.48,66,80004,2021-05-08,0,PUR00278
CUST0030,2021-07-08,278.64,66,80004,2021-05-08,0,PUR00279
CUST0031,2021-05-29,235.1,44,82981,2021-01-17,1,PUR00280
CUST0031,2021-02-24,39.91,44,82981,2021-01-17,1,PUR00281
CUST0032,2023-12-30,196.48,59,104659,2020-04-27,0,PUR00282
CUST0032,2022-05-25,401.3,59,104659,2020-04-27,0,PUR00283
CUST0032,2023-06-29,204.59,59,104659,2020-04-27,0,PUR00284
CUST0032,2020-08-05,298.58,59,104659,2020-04-27,0,PUR00285
CUST0032,2023-12-20,45.76,59,104659,2020-04-27,0,PUR00286
CUST0032,2021-07-28,292.77,59,104659,2020-04-27,0,PUR00287
CUST0032,2021-04-15,69.16,59,104659,2020-04-27,0,PUR00288
CUST0032,2021-09-16,479.11,59,104659,2020-04-27,0,PUR00289
CUST0032,2021-11-24,308.65,59,104659,2020-04-27,0,PUR00290
CUST0032,2023-11-15,383.04,59,104659,2020-04-27,0,PUR00291
CUST0032,2023-05-28,397.26,59,104659,2020-04-27,0,PUR00292
CUST0032,2021-08-15,289.87,59,104659,2020-04-27,0,PUR00293
CUST0032,2022-11-27,96.45,59,104659,2020-04-27,0,PUR00294
CUST0032,2021-06-03,277.08,59,104659,2020-04-27,0,PUR00295
CUST0032,2023-09-08,392.18,59,104659,2020-04-27,0,PUR00296
CUST0032,2020-06-29,121.81,59,104659,2020-04-27,0,PUR00297
CUST0032,2022-03-08,144.53,59,104659,2020-04-27,0,PUR00298
CUST0032,2020-08-07,93.54,59,104659,2020-04-27,0,PUR00299
CUST0032,2020-08-15,255.19,59,104659,2020-04-27,0,PUR00300
CUST0033,2021-11-30,452.74,45,74553,2020-12-06,0,PUR00301
CUST0033,2021-06-14,448.15,45,74553,2020-12-06,0,PUR00302
CUST0033,2023-05-22,457.88,45,74553,2020-12-06,0,PUR00303
CUST0033,2022-06-12,209.86,45,74553,2020-12-06,0,PUR00304
CUST0033,2022-05-29,226.35,45,74553,2020-12-06,0,PUR00305
CUST0033,2021-09-03,415.02,45,74553,2020-12-06,0,PUR00306
CUST0033,2021-05-04,321.25,45,74553,2020-12-06,0,PUR00307
CUST0033,2023-09-27,469.26,45,74553,2020-12-06,0,PUR00308
CUST0033,2022-11-19,411.31,45,74553,2020-12-06,0,PUR00309
CUST0033,2021-09-15,210.01,45,74553,2020-12-06,0,PUR00310
CUST0033,2021-11-03,195.18,45,74553,2020-12-06,0,PUR00311
CUST0033,2021-03-30,118.56,45,74553,2020-12-06,0,PUR00312
CUST0033,2022-03-25,172.82,45,74553,2020-12-06,0,PUR00313
CUST0033,2022-10-02,152.61,45,74553,2020-12-06,0,PUR00314
CUST0034,2023-09-13,187.64,33,68447,2021-01-30,0,PUR00315
CUST0034,2022-10-18,202.06,33,68447,2021-01-30,0,PUR00316
CUST0034,2021-05-02,440.98,33,68447,2021-01-30,0,PUR00317
CUST0034,2021-11-13,24.97,33,68447,2021-01-30,0,PUR00318
CUST0034,2021-10-07,26.26,33,68447,2021-01-30,0,PUR00319
CUST0034,2022-03-01,283.2,33,68447,2021-01-30,0,PUR00320
CUST0034,2022-07-08,158.77,33,68447,2021-01-30,0,PUR00321
CUST0034,2023-03-13,453.38,33,68447,2021-01-30,0,PUR00322
CUST0034,2023-11-20,399.87,33,68447,2021-01-30,0,PUR00323
CUST0034,2023-12-05,218.63,33,68447,2021-01-30,0,PUR00324
CUST0034,2022-01-05,362.0,33,68447,2021-01-30,0,PUR00325
CUST0034,2021-08-16,286.05,33,68447,2021-01-30,0,PUR00326
CUST0034,2023-08-16,392.04,33,68447,2021-01-30,0,PUR00327
CUST0034,2023-02-15,337.82,33,68447,2021-01-30,0,PUR00328
CUST0034,2022-03-08,262.92,33,68447,2021-01-30,0,PUR00329
CUST0034,2023-11-16,192.05,33,68447,2021-01-30,0,PUR00330
CUST0034,2022-01-01,362.57,33,68447,2021-01-30,0,PUR00331
CUST0034,2022-07-20,231.09,33,68447,2021-01-30,0,PUR00332
CUST0034,2021-09-10,466.09,33,68447,2021-01-30,0,PUR00333
CUST0035,2022-01-26,97.16,32,54529,2021-10-26,0,PUR00334
CUST0035,2023-10-25,373.0,32,54529,2021-10-26,0,PUR00335
CUST0035,2023-03-12,158.09,32,54529,2021-10-26,0,PUR00336
CUST0035,2023-09-12,297.8,32,54529,2021-10-26,0,PUR00337
CUST0035,2022-04-28,149.47,32,54529,2021-10-26,0,PUR00338
CUST0035,2022-04-30,389.56,32,54529,2021-10-26,0,PUR00339
CUST0035,2022-09-09,490.53,32,54529,2021-10-26,0,PUR00340
CUST0035,2023-08-13,473.9,32,54529,2021-10-26,0,PUR00341
CUST0035,2022-10-09,478.27,32,54529,2021-10-26,0,PUR00342
CUST0035,2023-05-08,257.31,32,54529,2021-10-26,0,PUR00343
CUST0035,2022-03-11,166.8,32,54529,2021-10-26,0,PUR00344
CUST0035,2022-03-31,76.2,32,54529,2021-10-26,0,PUR00345
CUST0035,2023-05-29,32.88,32,54529,2021-10-26,0,PUR00346
CUST0035,2022-12-16,207.32,32,54529,2021-10-26,0,PUR00347
CUST0035,2022-10-10,76.04,32,54529,2021-10-26,0,PUR00348
CUST0035,2023-09-11,461.64,32,54529,2021-10-26,0,PUR00349
CUST0035,2022-08-07,181.33,32,54529,2021-10-26,0,PUR00350
CUST0036,2018-05-19,300.66,64,95703,2018-02-04,0,PUR00351
CUST0036,2020-08-18,223.44,64,95703,2018-02-04,0,PUR00352
CUST0036,2021-11-20,468.89,64,95703,2018-02-04,0,PUR00353
CUST0036,2022-10-04,237.95,64,95703,2018-02-04,0,PUR00354
CUST0036,2023-05-01,166.33,64,95703,2018-02-04,0,PUR00355
CUST0036,2022-07-28,180.26,64,95703,2018-02-04,0,PUR00356
CUST0036,2019-06-11,196.65,64,95703,2018-02-04,0,PUR00357
CUST0036,2022-11-11,415.92,64,95703,2018-02-04,0,PUR00358
CUST0036,2020-01-28,233.62,64,95703,2018-02-04,0,PUR00359
CUST0036,2021-02-19,81.66,64,95703,2018-02-04,0,PUR00360
CUST0036,2021-12-14,63.53,64,95703,2018-02-04,0,PUR00361
CUST0036,2021-09-23,211.73,64,95703,2018-02-04,0,PUR00362
CUST0036,2022-03-06,243.49,64,95703,2018-02-04,0,PUR00363
CUST0036,2023-01-27,27.17,64,95703,2018-02-04,0,PUR00364
CUST0037,2023-09-27,440.6,68,96090,2021-05-30,0,PUR00365
CUST0037,2023-12-25,175.2,68,96090,2021-05-30,0,PUR00366
CUST0037,2022-09-16,430.87,68,96090,2021-05-30,0,PUR00367
CUST0037,2023-06-29,163.92,68,96090,2021-05-30,0,PUR00368
CUST0038,2023-03-07,200.54,61,37260,2021-01-13,0,PUR00369
CUST0038,2023-02-23,58.24,61,37260,2021-01-13,0,PUR00370
CUST0038,2023-09-21,355.24,61,37260,2021-01-13,0,PUR00371
CUST0039,2022-07-07,168.32,69,23812,2020-06-22,0,PUR00372
CUST0039,2021-09-08,102.3,69,23812,2020-06-22,0,PUR00373
CUST0039,2022-08-04,123.66,69,23812,2020-06-22,0,PUR00374
CUST0039,2023-08-06,166.55,69,23812,2020-06-22,0,PUR00375
